,level_0,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version,rating
827,930,930,115,50,"""",4668,survey-likert,32,368998,0.0-2.0-0.29,5e55d9d5bcdb1e5f55cca145,61e05c6eb0cfe8c09374f8c6,61e08cbc841c64d31ead8c99,5e55d9d5bcdb1e5f55cca145,61e05c6eb0cfe8c09374f8c6,61e08cbc841c64d31ead8c99,"{""humanness"":0}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt. However, the reason this happened was not that the snowman was made of plastic, the snowman was made of cotton balls, someone used a snowblower on the snowman, or the temperature didn't increase enough to melt the snow.",rate_humanness,gpt-3,"This could have happened because the snowman was a snowwoman, and she was pregnant.",49,all-constraints,2022-01-13 20:34:30,174.80.185.18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:95.0) Gecko/20100101 Firefox/95.0,,Firefox,95.0,Ubuntu,,ee06c26e3904ece436b305bb5259738c,0
828,931,931,115,50,"""",9404,survey-likert,33,378410,0.0-2.0-0.30,5e55d9d5bcdb1e5f55cca145,61e05c6eb0cfe8c09374f8c6,61e08cbc841c64d31ead8c99,5e55d9d5bcdb1e5f55cca145,61e05c6eb0cfe8c09374f8c6,61e08cbc841c64d31ead8c99,"{""humanness"":0}",[0],"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice. However, the reason this happened was not that the freezer was off, the freezer is broken, or the freezer was set too warm.",rate_humanness,gpt-3,"This could have happened because the water was put in the freezer while it was still boiling. The boiling water quickly froze and turned into ice, even though the freezer was off.",49,all-constraints,2022-01-13 20:34:30,174.80.185.18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:95.0) Gecko/20100101 Firefox/95.0,,Firefox,95.0,Ubuntu,,ee06c26e3904ece436b305bb5259738c,0
834,937,937,115,50,"""",10087,survey-likert,39,429120,0.0-2.0-0.36,5e55d9d5bcdb1e5f55cca145,61e05c6eb0cfe8c09374f8c6,61e08cbc841c64d31ead8c99,5e55d9d5bcdb1e5f55cca145,61e05c6eb0cfe8c09374f8c6,61e08cbc841c64d31ead8c99,"{""humanness"":0}",[0],"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down. However, the reason this happened was not that the shelves were bolted to the ground, the shelves were extra sturdy, or the building was built to handle the shakes of an earthquake.",rate_humanness,gpt-3,"This could have happened because the earthquake was predicted by the office's psychic, so the psychic told everyone in the office to put the shelves back up.",49,all-constraints,2022-01-13 20:34:30,174.80.185.18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:95.0) Gecko/20100101 Firefox/95.0,,Firefox,95.0,Ubuntu,,ee06c26e3904ece436b305bb5259738c,0
836,939,939,115,50,"""",4050,survey-likert,41,440322,0.0-2.0-0.38,5e55d9d5bcdb1e5f55cca145,61e05c6eb0cfe8c09374f8c6,61e08cbc841c64d31ead8c99,5e55d9d5bcdb1e5f55cca145,61e05c6eb0cfe8c09374f8c6,61e08cbc841c64d31ead8c99,"{""humanness"":0}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off, there was a leaky water pip, or the bath drain is not plugged with a stopper.",rate_humanness,gpt-3,This could have happened because the bathtub is a time machine.,49,all-constraints,2022-01-13 20:34:30,174.80.185.18,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:95.0) Gecko/20100101 Firefox/95.0,,Firefox,95.0,Ubuntu,,ee06c26e3904ece436b305bb5259738c,0
981,1101,1103,12,27,"""",17712.000000000116,survey-likert,18,677999,0.0-2.0-0.15,61080c6a7a98fdc23f812212,61e05c6eb0cfe8c09374f8c6,61e0677d3db97997b516ce73,61080c6a7a98fdc23f812212,61e05c6eb0cfe8c09374f8c6,61e0677d3db97997b516ce73,"{""humanness"":0}",[0],"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break. However, the reason this happened was not that the egg carton landed on a soft surface.",rate_humanness,gpt-3,"This could have happened because the egg carton landed on a hard surface, but the eggs were not placed in the egg carton correctly. The eggs were not stacked correctly and therefore the eggs did not break.",26,single-constraint,2022-01-13 17:55:41,72.216.124.183,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
990,1110,1112,12,27,"""",7918,survey-likert,27,859127,0.0-2.0-0.24,61080c6a7a98fdc23f812212,61e05c6eb0cfe8c09374f8c6,61e0677d3db97997b516ce73,61080c6a7a98fdc23f812212,61e05c6eb0cfe8c09374f8c6,61e0677d3db97997b516ce73,"{""humanness"":0}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt. However, the reason this happened was not that the snowman was made of plastic.",rate_humanness,gpt-3,This could have happened because the snowman was made of salt.,26,single-constraint,2022-01-13 17:55:41,72.216.124.183,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
999,1119,1121,12,27,"""",4889,survey-likert,36,969524,0.0-2.0-0.33,61080c6a7a98fdc23f812212,61e05c6eb0cfe8c09374f8c6,61e0677d3db97997b516ce73,61080c6a7a98fdc23f812212,61e05c6eb0cfe8c09374f8c6,61e0677d3db97997b516ce73,"{""humanness"":0}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off.",rate_humanness,gpt-3,This could have happened because the bathtub was not plugged up.,26,single-constraint,2022-01-13 17:55:41,72.216.124.183,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",Macintosh,Safari,14.1.2,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
1020,1144,1146,122,41,"""",19152.900000095367,survey-likert,15,471179,0.0-2.0-0.12,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,"{""humanness"":0}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough. However, the reason this happened was not that they did not breathe in enough, they were wearing protective breathing equipment, they held their breath, they became unconscious, they took a cough suppressant, or they are less sensitive to smoke because they are a serial smoker.",rate_humanness,gpt-3,This could have happened because they were a fire-breathing dragon.,40,all-constraints,2022-01-13 21:08:34,207.38.184.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
1022,1146,1148,122,41,"""",4766.200000047684,survey-likert,17,488064,0.0-2.0-0.14,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,"{""humanness"":0}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough. However, the reason this happened was not that they did not breathe in enough, they were wearing protective breathing equipment, they held their breath, they became unconscious, they took a cough suppressant, or they are less sensitive to smoke because they are a serial smoker.",rate_humanness,gpt-3,This could have happened because they were a dragon.,40,all-constraints,2022-01-13 21:08:34,207.38.184.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
1027,1151,1153,122,41,"""",9754.5,survey-likert,22,543960,0.0-2.0-0.19,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,"{""humanness"":0}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,This could have happened because the apple was caught by a wormhole and was transported to a different dimension.,40,all-constraints,2022-01-13 21:08:34,207.38.184.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
1029,1153,1155,122,41,"""",7175.199999809265,survey-likert,24,565345,0.0-2.0-0.21,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,"{""humanness"":0}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress, the piano landed on feathers, the piano landed on a trampoline, the piano was encased in a very protective foam, the piano was made of steel, the piano was made of plastic, the piano swung instead because it was attached to a large crane by a rope, or Spiderman caught the piano in a web.",rate_humanness,gpt-3,This could have happened because the piano was dropped from a skyscraper but the piano was actually a piano-shaped bomb and it exploded before it hit the ground.,40,all-constraints,2022-01-13 21:08:34,207.38.184.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
1032,1156,1158,122,41,"""",5756.099999904633,survey-likert,27,589792,0.0-2.0-0.24,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,"{""humanness"":0}",[0],"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash. However, the reason this happened was not that they were wearing gloves, they were immune, or they used preventative medical cream beforehand.",rate_humanness,gpt-3,"This could have happened because the poison ivy was actually a plant from another planet, and the person was immune because they were from the same planet.",40,all-constraints,2022-01-13 21:08:34,207.38.184.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
1041,1165,1167,122,41,"""",4715.400000095367,survey-likert,36,669343,0.0-2.0-0.33,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,"{""humanness"":0}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off, there was a leaky water pip, or the bath drain is not plugged with a stopper.",rate_humanness,gpt-3,This could have happened because the bathtub was filled with a magical substance that could not be penetrated by normal water.,40,all-constraints,2022-01-13 21:08:34,207.38.184.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
1048,1172,1174,122,41,"""",21989.299999952316,survey-likert,43,785845,0.0-2.0-0.40,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,607b3c39e7e9c230b5baa265,61e05c6eb0cfe8c09374f8c6,61e094c7ba666667f83d62ec,"{""humanness"":0}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly.",rate_humanness,gpt-3,This could have happened because the meteor was caught in the hands of a superhero before it hit the ground.,40,all-constraints,2022-01-13 21:08:34,207.38.184.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",Macintosh,Chrome,97.0.4692.71,OS X,10_14_6,ee06c26e3904ece436b305bb5259738c,0
1111,1245,1247,124,57,"""",13014.10000000149,survey-likert,22,464899,0.0-2.0-0.19,5fdf73646f47647c4dd0d59e,61e05c6eb0cfe8c09374f8c6,61e094c40c6998b7929a8533,5fdf73646f47647c4dd0d59e,61e05c6eb0cfe8c09374f8c6,61e094c40c6998b7929a8533,"{""humanness"":0}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet. However, the reason this happened was not that there was a canopy over the grass, the grass was covered by a tarp, or the grass dried extremely quickly.",rate_humanness,gpt-3,This could have happened because the grass was covered by a tarp. The tarp was covered by a canopy. The canopy was covered by a parachute. The parachute was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket was covered by a sheet. The sheet was covered by a blanket. The blanket.,56,all-constraints,2022-01-13 21:08:54,68.14.148.196,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1144,1282,1284,126,51,"""",9039,survey-likert,13,141896,0.0-2.0-0.10,55d35447da14d7000e95318f,61e05c6eb0cfe8c09374f8c6,61e094c2a852c9612c194b7f,55d35447da14d7000e95318f,61e05c6eb0cfe8c09374f8c6,61e094c2a852c9612c194b7f,"{""humanness"":0}",[0],"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down. However, the reason this happened was not that the shelves were bolted to the ground, the shelves were extra sturdy, or the building was built to handle the shakes of an earthquake.",rate_humanness,gpt-3,"This could have happened because the earthquake could have caused the building to sway, and the shelves could have swayed with it.",50,all-constraints,2022-01-13 21:09:21,76.86.236.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96.0,,Firefox,96.0,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1167,1305,1307,126,51,"""",8059,survey-likert,36,299993,0.0-2.0-0.33,55d35447da14d7000e95318f,61e05c6eb0cfe8c09374f8c6,61e094c2a852c9612c194b7f,55d35447da14d7000e95318f,61e05c6eb0cfe8c09374f8c6,61e094c2a852c9612c194b7f,"{""humanness"":0}",[0],"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made. However, the reason this happened was not that the meteor was tiny, there already was a hole in the ground, or the meteor hit the ground very lightly.",rate_humanness,gpt-3,"This could have happened because the meteor hit the ground, but it was so small that it disappeared, it hit the ground but the ground was so soft that it did not make a hole, or it hit the ground and the ground was so hard that it did not create a hole.",50,all-constraints,2022-01-13 21:09:21,76.86.236.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:96.0) Gecko/20100101 Firefox/96.0,,Firefox,96.0,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
